longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,cyclTm,longTermAdminSym,pgmNm,pgmType,runPlc,tgtNop
24111000697,B01,41,111,우리함께주간보호센터,00,NORMAL SERVICE.,1,24111000697,신체활동 프로그램,1,"2층, 3층 프로그램실",51
24111000682,B02,41,111,해피홈수원재활주간보호센터,00,NORMAL SERVICE.,1,24111000682,건강체조,2,생활실,81
24111000688,B02,41,113,수 데이케어센터,00,NORMAL SERVICE.,1,24111000688,볼링,2,센터내 생활관,45
24111000700,B02,41,113,보람찬어르신센터,00,NORMAL SERVICE.,1,24111000700,족욕프로그램(토),3,2층 생활실,35
24111000773,B02,41,113,(주)효자노치원,00,NORMAL SERVICE.,1,24111000773,수준별 인지학습,1,그룹별 프로그램실,70
24111000779,B02,41,117,(A+)케어재가복지센터,00,NORMAL SERVICE.,,,,,,
24111000012,B03,41,113,서호재가노인복지센터,00,NORMAL SERVICE.,1,24111000012,한자서예,1,주간보호센터 프로그램실,20
24111000013,B03,41,113,버드내재가노인복지센터,00,NORMAL SERVICE.,1,24111000013,사회적응활동,1,프로그램실,24
24111000036,B03,41,111,수원시립노인주간보호센터,00,NORMAL SERVICE.,1,24111000036,만다라,1,주간보호내,25
24111000051,B03,41,117,영통노인주간보호센터,00,NORMAL SERVICE.,1,24111000051,작업활동,1,프로그램실,16
24111000498,B03,41,111,밤밭노인주간보호센터,00,NORMAL SERVICE.,2,24111000498,회상활동,1,프로그램실,21
24115001043,B04,41,150,평화노인종합복지,00,NORMAL SERVICE.,2,24115001043,봉사단 공연,1,,43
24117000528,B04,41,173,삼성중앙주간보호센터,00,NORMAL SERVICE.,1,24117000528,실버레크레이션,1,생활실,65
24119001569,B04,41,192,효사랑통합복지센터,00,NORMAL SERVICE.,1,24119001569,신체이야기,2,,21
24122000412,B04,41,220,그림뜰재가복지센터,00,NORMAL SERVICE.,1,24122000412,실버체조,2,,5
24122000526,B04,41,220,아름다운재가복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24111000816,B05,41,113,테레사간호통합방문센터,00,NORMAL SERVICE.,,,,,,
24111000852,B05,41,111,가온케어 통합돌봄센터,00,NORMAL SERVICE.,,,,,,
24111000853,B05,41,117,광교재가복지센터,00,NORMAL SERVICE.,,,,,,
24111000926,B05,41,117,라온노인복지센터,00,NORMAL SERVICE.,,,,,,
24111000948,B05,41,115,백세통합재가센터,00,NORMAL SERVICE.,,,,,,
24111000777,B06,41,117,가족사랑드림 복지용구,00,NORMAL SERVICE.,,,,,,
24111000825,B06,41,113,주식회사 케어프렌드,00,NORMAL SERVICE.,,,,,,
24111000869,B06,41,113,마실주야간보호센터,00,NORMAL SERVICE.,1,24111000869,인지프로그램,1,2층 및 3층 프로그램실,73
24111000879,B06,41,113,서광노인가정방문요양센터,00,NORMAL SERVICE.,,,,,,
24111000892,B06,41,115,희망의료기,00,NORMAL SERVICE.,,,,,,
34111000056,C01,41,117,1004노인복지센터,00,NORMAL SERVICE.,,,,,,
34111000065,C01,41,111,수원시립방문요양센터,00,NORMAL SERVICE.,,,,,,
34111000079,C01,41,117,도경노인복지센터,00,NORMAL SERVICE.,,,,,,
34111000090,C01,41,111,평강재가복지센터,00,NORMAL SERVICE.,,,,,,
34111000117,C01,41,111,장안요양센터,00,NORMAL SERVICE.,,,,,,
34111000056,C02,41,117,1004노인복지센터,00,NORMAL SERVICE.,,,,,,
34111000065,C02,41,111,수원시립방문요양센터,00,NORMAL SERVICE.,,,,,,
34111000079,C02,41,117,도경노인복지센터,00,NORMAL SERVICE.,,,,,,
34111000090,C02,41,111,평강재가복지센터,00,NORMAL SERVICE.,,,,,,
34111000117,C02,41,111,장안요양센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34111000135,C03,41,113,중앙재가노인복지센터(주간보호),00,NORMAL SERVICE.,1,34111000135,레크레이션,1,중앙재가센터 1층 프로그램실,21
34111000431,C03,41,111,선재재활주야간보호센터,00,NORMAL SERVICE.,2,34111000431,어르신 청결유지 (목욕),9,샤워실,14
34111000489,C03,41,115,동행노인주간보호센터,00,NORMAL SERVICE.,1,34111000489,스트레칭(건강체조),2,생활실,25
34111000504,C03,41,117,사랑방노인복지센터,00,NORMAL SERVICE.,1,34111000504,미술치료,1,생활실,65
34111000516,C03,41,113,"""효자노치원"" 서수원점",REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34113000539,C04,41,135,'365'단기보호센터,00,NORMAL SERVICE.,1,34113000539,미술치료 프로그램,1,프로그램실,19
34115000528,C04,41,150,카네이션요양원,00,NORMAL SERVICE.,1,34115000528,여가프로그램,3,거실 및 생활실,9
34119000587,C04,41,192,고향 단기보호시설,00,NORMAL SERVICE.,1,34119000587,치매 프로그램,1,프로그램실,13
34128000630,C04,41,285,E.S.H엘림재가복지,00,NORMAL SERVICE.,1,34128000630,여가활동놀이,1,각방 및 프로그램실,2
34111000079,C05,41,117,도경노인복지센터,00,NORMAL SERVICE.,,,,,,
34111000138,C05,41,115,아노가 홈케어,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34111000154,C05,41,115,실버벨스 방문요양센터,00,NORMAL SERVICE.,,,,,,
34111000453,C05,41,113,행복한재가복지센터,00,NORMAL SERVICE.,,,,,,
34111000078,C06,41,115,의료기백화점,00,NORMAL SERVICE.,,,,,,
34111000087,C06,41,115,현대의료기,00,NORMAL SERVICE.,,,,,,
34111000117,C06,41,111,장안요양센터,00,NORMAL SERVICE.,,,,,,
34111000124,C06,41,113,국제의료기,00,NORMAL SERVICE.,,,,,,
14113000234,G31,41,133,성남시립노인요양센터,00,NORMAL SERVICE.,1,14113000234,집단프로그램-동화책읽기(다독다독)(치매전담실),3,5층 치매전담실,10
14113000329,G31,41,135,더힐링요양원,00,NORMAL SERVICE.,1,14113000329,인지건강,7,프로그램실및 생활실,12
14113000714,G31,41,135,헤리티지요양원,00,NORMAL SERVICE.,1,14113000714,인지(전래/회상),1,프로그램실,15
14115000968,G31,41,150,루시아참요양원,00,NORMAL SERVICE.,1,14115000968,공예미술놀이음악치료(단체),7,프로그램실 또는 거실,10
14113000329,G32,41,135,더힐링요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14119000138,G32,41,196,부모섬김,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14119000749,G32,41,192,성은요양원,00,NORMAL SERVICE.,30,14119000749,종이접기,1,프로그램실,20
14119001431,G32,41,194,차오름재활요양원,00,NORMAL SERVICE.,60,14119001431,[인지]인지자극놀이,1,프로그램실,52
14119001431,G33,41,194,차오름재활요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14122000189,G33,41,220,미소요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14136000319,G33,41,360,늘사랑실버케어센터,00,NORMAL SERVICE.,1,14136000319,사회적응(스토리텔링),9,거실,12
14122000189,G34,41,220,미소요양원,00,NORMAL SERVICE.,1,14122000189,퍼즐놀이,5,,6
14122000189,G35,41,220,미소요양원,00,NORMAL SERVICE.,1,14122000189,퍼즐놀이,5,,6
24115000902,H31,41,150,마음의숲노인복지센터본점,00,NORMAL SERVICE.,1,24115000902,푸드테라피,7,프로그램실,25
24115001048,H31,41,150,의정부통합돌봄요양센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24119001185,H31,41,194,차오름재활주간보호/방문요양센터,00,NORMAL SERVICE.,1,24119001185,달력만들기,4,,12
24128001344,H31,41,287,가원노인복지센터,00,NORMAL SERVICE.,1,24128001344,사회적응프로그램,3,,9
24115000902,H32,41,150,마음의숲노인복지센터본점,00,NORMAL SERVICE.,1,24115000902,푸드테라피,7,프로그램실,25
24115001048,H32,41,150,의정부통합돌봄요양센터,00,NORMAL SERVICE.,2,24115001048,이미용서비스,3,프로그램실,10
24119001185,H32,41,194,차오름재활주간보호/방문요양센터,00,NORMAL SERVICE.,1,24119001185,달력만들기,4,,12
24128001681,H32,41,281,포르테주간보호센터,00,NORMAL SERVICE.,1,24128001681,공기압마사지,9,,0
24146000736,H33,41,465,365송은노인학교(주야간),00,NORMAL SERVICE.,1,24146000736,접시체조 및 율동,5,프로그램실(6층),20
24182000102,H33,41,820,가평중앙재가노인복지센터,00,NORMAL SERVICE.,1,24182000102,행복한메아리노래공연,3,2층 생활실,44
34117000237,I31,41,171,케어네이션 만안센터,00,NORMAL SERVICE.,0,34117000237,워크메이트(걷기운동),2,케어네이션 만안센터 주간보호 프로그램실,51
34119000977,I31,41,194,부천남부노인주야간보호센터,00,NORMAL SERVICE.,1,34119000977,현실인식훈련,7,프로그램실,25
34128001141,I31,41,281,행신치매전담형 주야간보호센터,00,NORMAL SERVICE.,50,34128001141,신체활동,2,프로그램실,24
34141000172,I31,41,410,'나들이' 데이케어센터,00,NORMAL SERVICE.,1,34141000172,건강 체육,5,나들이데이케어센터 생활실,22
14155000032,M31,41,550,파라밀 요양원,00,NORMAL SERVICE.,1,14155000032,"치매3프로그램,와상",1,어르신 방,18
14159000412,M31,41,591,새소망요양원,00,NORMAL SERVICE.,1,14159000412,신체활동프로그램,2,생활실,12
14117000627,S41,41,171,긋시아케어링a,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14127001053,S41,41,273,아주좋은요양원,00,NORMAL SERVICE.,1,14127001053,어르신 건강 체조,8,프로그램실,9
14128000005,S41,41,281,사랑의집,00,NORMAL SERVICE.,1,14128000005,침과 물리치료,3,평화한의원,2
14128001485,S41,41,281,A+샬롬요양원,00,NORMAL SERVICE.,1,14128001485,가족지지 프로그램,6,프로그램실,9
14311000027,A03,43,112,산새노인요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14311000029,A03,43,114,청주소망의집,00,NORMAL SERVICE.,1,14311000029,인지 C 그룹,1,대상어르신이 계시는 생활실,15
14311000032,A03,43,113,흥덕실비노인요양원,00,NORMAL SERVICE.,3,14311000032,여가활동,3,흥덕노인요양원 2층 활동실,70
14311000039,A03,43,114,성심노인요양원,00,NORMAL SERVICE.,1,14311000039,신체기능-힐링아로마,3,각층 생활실,28
14311000042,A03,43,112,참사랑노인요양원,00,NORMAL SERVICE.,2,14311000042,물리치료,3,물리치료실,76
14311000041,A04,43,111,우리노인요양공동생활가정,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14311000102,A04,43,111,용담사랑의집노인요양공동생활가정,00,NORMAL SERVICE.,1,14311000102,치매예방 및 관리프로그램,1,프로그램실,9
14311000161,A04,43,114,내덕늘푸른요양원,00,NORMAL SERVICE.,2,14311000161,신체기능프로그램,2,개인침상,9
14311000267,A04,43,113,새순노인요양공동생활가정,00,NORMAL SERVICE.,1,14311000267,여가프로그램,3,등급별로 진행 와상어르신은 영상보고 이야기나누,9
14311000346,A04,43,111,로뎀나무노인요양공동생활가정,00,NORMAL SERVICE.,,,,,,
24311000058,B01,43,113,평화노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000575,B01,43,112,고려요양협동조합,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000606,B01,43,112,가나노인주간보호센터,00,NORMAL SERVICE.,1,24311000606,미술놀이,7,"프로그램실 3,4층",36
24311000637,B01,43,113,(A+)동행노인복지센터,00,NORMAL SERVICE.,1,24311000637,색판뒤집기,2,생활실,62
24311000664,B01,43,112,효림노인주야간보호센터,00,NORMAL SERVICE.,1,24311000664,"수급자 안전 관리 1,2",3,프로그램실,28
24311000637,B02,43,113,(A+)동행노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000680,B02,43,113,사랑으로노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000788,B02,43,113,옥산방문요양복지센터,00,NORMAL SERVICE.,,,,,,
24311000805,B02,43,112,다복한주간보호센터,00,NORMAL SERVICE.,1,24311000805,공연영화감상나누기,1,센터 내 프로그램실,85
24311000809,B02,43,112,보람케어노인복지센터,00,NORMAL SERVICE.,,,,,,
24311000020,B03,43,113,청주흥덕노인통합지원센터,00,NORMAL SERVICE.,1,24311000020,특화PG,3,프로그램실,24
24311000227,B03,43,113,현진노인복지센터(흥덕노인요양원병설),00,NORMAL SERVICE.,2,24311000227,물리치료,2,현진노인복지센터 물리치료실,8
24311000292,B03,43,114,내덕노인복지센터,00,NORMAL SERVICE.,1,24311000292,실버인지놀이,1,프로그램실,21
24311000579,B03,43,114,성민주야간보호센터,00,NORMAL SERVICE.,1,24311000579,인지활동,2,생활실,13
24311000606,B03,43,112,가나노인주간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000845,B05,43,113,홈널스통합재가센터,00,NORMAL SERVICE.,,,,,,
24311000994,B05,43,111,재가요양센터한스,00,NORMAL SERVICE.,,,,,,
24311000996,B05,43,112,청주새일재가노인복지센터,00,NORMAL SERVICE.,,,,,,
24311001102,B05,43,114,꽃돌이방문간호센터,00,NORMAL SERVICE.,,,,,,
24311001114,B05,43,112,나우리재가노인복지센터,00,NORMAL SERVICE.,,,,,,
24311000637,B06,43,113,(A+)동행노인복지센터,00,NORMAL SERVICE.,1,24311000637,색판뒤집기,2,생활실,62
24311000752,B06,43,111,건강의료기 한국병원점,00,NORMAL SERVICE.,,,,,,
24311000859,B06,43,112,100세동안재가장기요양기관(청주점),00,NORMAL SERVICE.,,,,,,
24311000863,B06,43,114,누리복지용구,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24311000904,B06,43,112,실버복지용구,00,NORMAL SERVICE.,,,,,,
34311000028,C01,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,,,,,,
34311000051,C01,43,114,THE명품노인복지센터,00,NORMAL SERVICE.,,,,,,
34311000069,C01,43,112,사랑천사재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000105,C01,43,111,용암재가장기요양기관,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34311000110,C01,43,114,부모사랑노인복지센터,00,NORMAL SERVICE.,1,34311000110,웃음치료,1,생활실,26
34311000028,C02,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,,,,,,
34311000051,C02,43,114,THE명품노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34311000069,C02,43,112,사랑천사재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000105,C02,43,111,용암재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000199,C02,43,111,예수재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000110,C03,43,114,부모사랑노인복지센터,00,NORMAL SERVICE.,1,34311000110,웃음치료,1,생활실,26
34311000120,C03,43,114,하늘정원 재가장기요양기관,00,NORMAL SERVICE.,1,34311000120,외부 봉사단 공연,3,3층 생활실,52
34311000220,C03,43,113,해피투게더 노인복지센터,00,NORMAL SERVICE.,1,34311000220,인지활동형프로그램,1,해피투게더 생활실,116
34311000274,C03,43,112,가경열린복지센터재가장기요양기관,00,NORMAL SERVICE.,1,34311000274,인지프로그램,1,프로그램실,45
34311000314,C03,43,112,청주노인주간보호센터,00,NORMAL SERVICE.,0,34311000314,건강체크,3,주간보호실,48
34313000211,C04,43,130,연수노인주야간보호센터,00,NORMAL SERVICE.,1,34313000211,사회적응,3,프로그램실,41
34374000003,C04,43,740,보생원노인복지센터,00,NORMAL SERVICE.,,,,,,
34374000031,C04,43,740,보생원전문노인요양원,00,NORMAL SERVICE.,,,,,,
34311000028,C05,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,,,,,,
34311000261,C05,43,112,돌봄천사재가노인복지센터,00,NORMAL SERVICE.,,,,,,
34311000337,C05,43,113,닥터케어방문간호센터,00,NORMAL SERVICE.,,,,,,
34311000516,C05,43,112,청주 주찬미방문간호센터,00,NORMAL SERVICE.,,,,,,
34311000528,C05,43,114,청주방문간호센터,00,NORMAL SERVICE.,,,,,,
34311000046,C06,43,111,한국의료기유한회사,00,NORMAL SERVICE.,,,,,,
34311000065,C06,43,112,바다메디칼장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000071,C06,43,111,이원의료기육거리점복지용구재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000073,C06,43,111,주성메디칼재가장기요양기관,00,NORMAL SERVICE.,,,,,,
34311000257,C06,43,111,모세휠체어재가장기요양기관,00,NORMAL SERVICE.,,,,,,
14311000242,G31,43,113,청주카리타스노인요양원,00,NORMAL SERVICE.,1,14311000242,(치매전담/기본프로그램),4,생활실,10
14311000498,G31,43,111,숲속요양원,00,NORMAL SERVICE.,1,14311000498,기억력 활동,1,프로그램실,26
14313000001,G31,43,130,충주평화의집,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14313000110,G31,43,130,충주노인요양원,00,NORMAL SERVICE.,1,14313000110,"신체기능-건강체조,맨손체조",1,"프로그램실,생활실",71
14311000498,G32,43,111,숲속요양원,00,NORMAL SERVICE.,1,14311000498,기억력 활동,1,프로그램실,26
14373000128,G32,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,60,14373000128,인지학습보드,7,다목적실강당,12
14374000137,G32,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,1,14374000137,"관절, 근력, 걷기, 서기, 앉기, 스트레칭, 산책하기",5,프로그램실,12
14373000128,G33,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,60,14373000128,인지학습보드,7,다목적실강당,12
14374000137,G33,43,740,영동군립치매전담요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14373000128,G34,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,60,14373000128,인지학습보드,7,다목적실강당,12
14374000137,G34,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,1,14374000137,"관절, 근력, 걷기, 서기, 앉기, 스트레칭, 산책하기",5,프로그램실,12
14373000128,G35,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,60,14373000128,인지학습보드,7,다목적실강당,12
14374000137,G35,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,1,14374000137,"관절, 근력, 걷기, 서기, 앉기, 스트레칭, 산책하기",5,프로그램실,12
14373000128,G36,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,60,14373000128,인지학습보드,7,다목적실강당,12
14374000137,G36,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,1,14374000137,"관절, 근력, 걷기, 서기, 앉기, 스트레칭, 산책하기",5,프로그램실,12
24313000302,H31,43,130,충주시립노인주야간보호센터,00,NORMAL SERVICE.,1,24313000302,학습지풀이(인지당),4,프로그램실,22
24315000250,H31,43,150,제천시립치매전담주야간보호센터,00,NORMAL SERVICE.,1,24315000250,신나는 뮤직터치,7,프로그램실,20
24373000127,H31,43,730,옥천군립주야간보호센터,00,NORMAL SERVICE.,1,24373000127,인지활동,1,치매전담실,40
24374000138,H31,43,740,병설 영동군립주야간보호센터,00,NORMAL SERVICE.,1,24374000138,"관절, 근력, 걷기, 서기, 앉기, 스트레칭,산책하기",5,각 전담실,23
24315000250,H32,43,150,제천시립치매전담주야간보호센터,00,NORMAL SERVICE.,1,24315000250,신나는 뮤직터치,7,프로그램실,20
24373000127,H32,43,730,옥천군립주야간보호센터,00,NORMAL SERVICE.,1,24373000127,인지활동,1,치매전담실,40
24374000138,H32,43,740,병설 영동군립주야간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14313000303,M31,43,130,충주시립노인요양원,00,NORMAL SERVICE.,1,14313000303,집단힐링,7,프로그램실,12
14315000251,M31,43,150,제천시립치매전담요양원,00,NORMAL SERVICE.,1,14315000251,인지음악,7,프로그램실,12
14375000097,M31,43,750,진천군립치매전담요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14376000107,M31,43,760,괴산군립치매전담요양원,00,NORMAL SERVICE.,1,14376000107,음악활동,3,프로그램실,29
14313000303,M32,43,130,충주시립노인요양원,00,NORMAL SERVICE.,1,14313000303,집단힐링,7,프로그램실,12
14315000251,M32,43,150,제천시립치매전담요양원,00,NORMAL SERVICE.,1,14315000251,인지음악,7,프로그램실,12
14375000097,M32,43,750,진천군립치매전담요양원,00,NORMAL SERVICE.,0,14375000097,맞춤형-놀이미술,7,공동거실/프로그램실,12
14315000251,M33,43,150,제천시립치매전담요양원,00,NORMAL SERVICE.,1,14315000251,인지음악,7,프로그램실,12
14315000251,M34,43,150,제천시립치매전담요양원,00,NORMAL SERVICE.,1,14315000251,인지음악,7,프로그램실,12
14315000251,M35,43,150,제천시립치매전담요양원,00,NORMAL SERVICE.,1,14315000251,인지음악,7,프로그램실,12
14315000251,M36,43,150,제천시립치매전담요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
14315000157,S41,43,150,그레이스힐하우스,00,NORMAL SERVICE.,40,14315000157,주일예배(월1회성찬),6,예배실,9
14315000177,S41,43,150,송학보금자리 요양센터,00,NORMAL SERVICE.,1,14315000177,지남력훈련,4,,6
14315000241,S41,43,150,송학실버홈,00,NORMAL SERVICE.,1,14315000241,미술활동,7,프로그램실,8
14374500070,S41,43,745,증평치매전문요양원,00,NORMAL SERVICE.,1,14374500070,신체활동프로그램,7,프로그램실,9
14413000003,A03,44,131,천안제일요양원,00,NORMAL SERVICE.,1,14413000003,"물리치료(핫팩,적외선,중주파,초음파,공기압마사지기)",3,생활실 및 치료실,20
14413000007,A03,44,131,천안노인전문요양원,00,NORMAL SERVICE.,1,14413000007,"그리기, 색칠하기 프로그램",1,프로그램실,25
14413000008,A03,44,131,효자의 집,00,NORMAL SERVICE.,1,14413000008,어르신 개별 프로그램,3,각 생활실,68
14413000009,A03,44,131,호서노인전문요양원,00,NORMAL SERVICE.,1,14413000009,노인인권보호 및 노인학대예방교육,3,"각 생활관, 개인별, 그룹 등으로 진행한다",66
14413000011,A03,44,133,너싱홈 천안 간호천사,00,NORMAL SERVICE.,1,14413000011,볼링,2,프로그램실,18
14413000089,A03,44,131,충무원,00,NORMAL SERVICE.,1,14413000089,인지-C,1,프로그램 실,20
14413000198,A04,44,131,민들레요양원,00,NORMAL SERVICE.,1,14413000198,인지기능증진프로그램,1,프로그램실 또는 각호실 방문1:1,9
14413000199,A04,44,131,젬마의집,00,NORMAL SERVICE.,1,14413000199,여가활동,3,각생활실 및 프로그램실,9
14413000223,A04,44,133,행복미소의집,00,NORMAL SERVICE.,1,14413000223,체육활동,2,시설내,9
14413000224,A04,44,133,미소의집,00,NORMAL SERVICE.,1,14413000224,신체기능프로그램,3,프로그램실,7
14413000247,A04,44,133,초록마을공동생활가정,00,NORMAL SERVICE.,1,14413000247,"여가활동(TV시청, 종교활동, 뉴스전하기)",3,프로그램실,9
14413000295,A04,44,131,원성효그룹홈,00,NORMAL SERVICE.,,14413000295,물리치료,3,물리치료실,3
24413000019,B01,44,133,천안시노인종합복지관부설 천안노인복지센터,00,NORMAL SERVICE.,,,,,,
24413000028,B01,44,133,이웃사랑노인복지센터,00,NORMAL SERVICE.,,,,,,
24413000030,B01,44,131,느티나무노인복지센터,00,NORMAL SERVICE.,1,24413000030,인지활동(산수) 프로그램,1,프로그램실,24
24413000215,B01,44,131,남천안노인요양원병설재가노인복지센터,00,NORMAL SERVICE.,1,24413000215,목욕하기,3,목욕실,10
24413000301,B01,44,133,하은요양센터,00,NORMAL SERVICE.,,,,,,
24413000303,B01,44,131,성남재가노인복지시설,00,NORMAL SERVICE.,3,24413000303,인지활동형 프로그램,1,수급자댁,2
24413000028,B02,44,133,이웃사랑노인복지센터,00,NORMAL SERVICE.,,,,,,
24413000487,B02,44,131,+사랑실천복지센터,00,NORMAL SERVICE.,1,24413000487,트니실버체육,1,+사랑실천 복지센터,23
24413000497,B02,44,131,아가페재가복지센터,00,NORMAL SERVICE.,,,,,,
24413000503,B02,44,131,천안재가복지센터,00,NORMAL SERVICE.,,,,,,
24413000506,B02,44,131,으뜸재가복지센터,00,NORMAL SERVICE.,,,,,,
24413000508,B02,44,133,효드림재가복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24413000020,B03,44,133,천안시노인종합복지관부설 천안노인복지센터,00,NORMAL SERVICE.,1,24413000020,교구활동,1,프로그램실,33
24413000030,B03,44,131,느티나무노인복지센터,00,NORMAL SERVICE.,1,24413000030,인지활동(산수) 프로그램,1,프로그램실,24
24413000215,B03,44,131,남천안노인요양원병설재가노인복지센터,00,NORMAL SERVICE.,1,24413000215,목욕하기,3,목욕실,10
24413000251,B03,44,133,북천안요양원부설주야간보호센터,00,NORMAL SERVICE.,1,24413000251,치매예방체조,1,주간보호센터 내 프로그램실,21
24413000340,B03,44,131,아우내은빛복지관부설아우내노인복지센터,00,NORMAL SERVICE.,1,24413000340,물리치료,3,물리치료실,10
24413000423,B03,44,131,우리노인주간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
24413000215,B04,44,131,남천안노인요양원병설재가노인복지센터,00,NORMAL SERVICE.,1,24413000215,목욕하기,3,목욕실,10
24425000054,B04,44,250,계룡효재가노인복지센터,00,NORMAL SERVICE.,1,24425000054,영화감상,1,생활실2,24
24471000159,B04,44,710,동행랜드 핑크동,00,NORMAL SERVICE.,60,24471000159,기분좋~다,1,동행랜드핑크동,9
24413000503,B05,44,131,천안재가복지센터,00,NORMAL SERVICE.,,,,,,
24413000552,B05,44,133,입장한옥실버센터,00,NORMAL SERVICE.,1,24413000552,노래교실2,1,프로그램실,55
24413000672,B05,44,133,더베스트방문간호요양센터,00,NORMAL SERVICE.,,,,,,
24413000682,B05,44,131,대한메디컬재가복지센터,00,NORMAL SERVICE.,,,,,,
24413000684,B05,44,133,하루 재가 방문간호센터,00,NORMAL SERVICE.,,,,,,
24413000301,B06,44,133,하은요양센터,00,NORMAL SERVICE.,,,,,,
24413000499,B06,44,131,천안도우누리재가노인복지센터,00,NORMAL SERVICE.,1,24413000499,레크레이션,1,센터 생활실,41
24413000571,B06,44,131,제일메디컬,00,NORMAL SERVICE.,,,,,,
24413000586,B06,44,133,효드림복지용구센터,00,NORMAL SERVICE.,,,,,,
24413000588,B06,44,131,고은빛나재가센터,00,NORMAL SERVICE.,,,,,,
34413000004,C01,44,131,엔젤요양서비스,00,NORMAL SERVICE.,,,,,,
34413000058,C01,44,133,서로사랑노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34413000060,C01,44,131,천안우리방문요양센터,00,NORMAL SERVICE.,1,34413000060,매월 인지활동 워크북,7,인지기능 학습 도움이 필요한 어르신 가정,5
34413000076,C01,44,133,사회복지법인 영서복지재단 충무노인복지센터,00,NORMAL SERVICE.,1,34413000076,맞춤프로그램(미술치료),1,프로그램실,10
34413000081,C01,44,131,하나요양보호원,00,NORMAL SERVICE.,,,,,,
34413000004,C02,44,131,엔젤요양서비스,00,NORMAL SERVICE.,,,,,,
34413000058,C02,44,133,서로사랑노인복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
34413000081,C02,44,131,하나요양보호원,00,NORMAL SERVICE.,,,,,,
34413000146,C02,44,133,섬김노인복지센터,00,NORMAL SERVICE.,,,,,,
34413000156,C02,44,131,'(A)돕는천사 벧엘 천안지사,00,NORMAL SERVICE.,,,,,,
